Eval num episodes,Eval avg final dist,Eval success ratio,Eval final l2 distance Mean,Eval final l2 distance Std,Eval final l2 distance Max,Eval final l2 distance Min,Eval final shaped distance Mean,Eval final shaped distance Std,Eval final shaped distance Max,Eval final shaped distance Min,Eval l2 distance Mean,Eval l2 distance Std,Eval l2 distance Max,Eval l2 distance Min,Eval shaped_distances Mean,Eval shaped_distances Std,Eval shaped_distances Max,Eval shaped_distances Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.8789257481866906,0.0,0.8789257481866906,0.3714589053778761,1.5759552644282258,0.26640720707146115,0.9779794216494829,0.38318318737403906,1.678852945435154,0.3103834662332021,0.8353277611342496,0.3823148427862095,1.5759552644282258,0.02995304277220288,0.9320656205825073,0.4037318908392237,1.678852945435154,0.02995304277220288,0,0,5.545101642608643,5.5451130867004395,0,0,0,0,0
50,0.38320205223319276,0.34,0.38320205223319276,0.3666718150497845,1.2608522187829978,0.019883261921598824,0.5847728719021943,0.533068280315194,1.617621755290368,0.019883261921598824,0.3961756674329039,0.37597452400215714,1.5924917307170812,0.0034260849169523923,0.5892989366885507,0.5312864646498078,1.696615706396117,0.0034260849169523923,4.307147411097813,2.126034818392365,2.1811126853062865,4.332802806531605,2.139786125552002,2.19301658577997,2000,25.83436894416809,31.379496097564697
50,0.3796054850848374,0.34,0.3796054850848374,0.3495919901160806,1.166295251003012,0.0063361298879409745,0.44437034148515614,0.3889129365087401,1.1894343187738967,0.0063361298879409745,0.4214615925731456,0.39705191668349704,1.6131950109376016,0.0015897736011675136,0.48459388295994105,0.43282406977286597,1.7023413728113346,0.0015897736011675136,4.304229303913537,2.121721866885902,2.1825074177835684,4.362915112934075,2.15606504631147,2.2068500987215773,4000,39.94169735908508,71.32120895385742
50,0.5234556291973276,0.32,0.5234556291973276,0.455309321271958,1.270955338634135,0.006234748588094663,0.6739206214576018,0.5812578037561146,1.6252053579613985,0.006234748588094663,0.5432983800332377,0.467793603987659,1.6037441930889524,0.006234033377841291,0.6779335351959854,0.5744503969761158,1.6979449574881287,0.006234033377841291,4.286374037764431,2.1044800654128144,2.18189396275187,4.349756685469686,2.1490988267942424,2.2006577993645617,6000,40.48201608657837,111.80323076248169
50,0.5648107667844281,0.34,0.5648107667844281,0.557664652090166,1.6047774911645787,0.007493382375887578,0.6644495569092421,0.602837358591384,1.697634187138645,0.007493382375887578,0.5720925623958611,0.5533608236550205,1.6047774911645787,0.002978396945273725,0.6733002938418869,0.6013594475599385,1.709652975865121,0.002978396945273725,4.287089088218952,2.1022663497330023,2.184822699301528,4.452281108597427,2.1525779913310323,2.2997030492576944,8000,40.46500778198242,152.2682545185089
50,0.447461645042913,0.2,0.447461645042913,0.3857122951434897,1.300385027033655,6.690784778246366e-05,0.7228032075916715,0.5288424608322637,1.656214145198048,6.690784778246366e-05,0.47286877328104504,0.40135501697145276,1.5994074553817068,6.679841183800319e-05,0.7290489569850402,0.5231780752864368,1.7030251062815496,6.679841183800319e-05,4.275129971258483,2.09337844175331,2.181751466517042,4.32592427580088,2.119766227899943,2.2061580188802257,10000,41.14015293121338,193.40842485427856
50,0.6599477856524838,0.26,0.6599477856524838,0.5658401814903139,1.634073301997417,0.004767526519868885,0.7238264264448592,0.6129365386635559,1.7012833786991122,0.004767526519868885,0.6671043648097373,0.5608176794401025,1.6380770380893952,0.004767526519868594,0.7279862769499726,0.6037387222534011,1.727917097365202,0.004767526519868594,4.244396766676445,2.072139532118393,2.1722573361119673,4.3062593296562675,2.1104523822430865,2.195806952812547,12000,40.86137533187866,234.26981163024902
50,0.5160179570128987,0.28,0.5160179570128987,0.45176511837216604,1.4656024524870364,0.011658544961960901,0.6165958446637272,0.5501377328187154,1.616168031027915,0.011658544961960901,0.5273882874300598,0.4603576063830709,1.5840461387898281,0.002920172655415327,0.6217478661335808,0.5473459722709355,1.6854594544346653,0.002920172655415327,4.196574837397943,2.0429695856755887,2.1536053223976195,4.293754461403093,2.0977737621496337,2.1959806477495367,14000,40.828612089157104,275.09843468666077
50,0.5522446725493577,0.26,0.5522446725493577,0.4129047052101009,1.28889627344728,0.004675898902707365,0.7135395064476039,0.5542101307474075,1.6449910139044286,0.004675898902707365,0.562081373651331,0.42147421417462966,1.6254292489869242,0.004675670536968432,0.7155971760127466,0.5515390651452642,1.7195660856848358,0.004675670536968432,4.169037404582671,2.0326041824210144,2.136433161728853,4.290664705401306,2.1003817365424506,2.1902830088200163,16000,41.016193151474,316.11464047431946
50,0.31073730438079306,0.4,0.31073730438079306,0.3081026716834022,1.1542892342549076,0.0035154625122749434,0.44848732389259993,0.4632162759814791,1.5029232640373646,0.0035154625122749434,0.38229794315385895,0.3682240953105349,1.576102730474173,0.003490424638424778,0.5115947530800998,0.4819193940327982,1.6759170585924694,0.003490424638424778,4.136610834639486,2.0117703766734385,2.124840474543986,4.290161100819573,2.0947672983595864,2.195393889854525,18000,40.98217797279358,357.09682869911194
