Eval num episodes,Eval avg final dist,Eval success ratio,Eval final l2 distance Mean,Eval final l2 distance Std,Eval final l2 distance Max,Eval final l2 distance Min,Eval final shaped distance Mean,Eval final shaped distance Std,Eval final shaped distance Max,Eval final shaped distance Min,Eval l2 distance Mean,Eval l2 distance Std,Eval l2 distance Max,Eval l2 distance Min,Eval shaped_distances Mean,Eval shaped_distances Std,Eval shaped_distances Max,Eval shaped_distances Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.8789257481866906,0.0,0.8789257481866906,0.3714589053778761,1.5759552644282258,0.26640720707146115,0.9779794216494829,0.38318318737403906,1.678852945435154,0.3103834662332021,0.8353277611342496,0.3823148427862095,1.5759552644282258,0.02995304277220288,0.9320656205825073,0.4037318908392237,1.678852945435154,0.02995304277220288,0,0,4.058765649795532,4.058769464492798,0,0,0,0,0
50,0.37958025162480596,0.36,0.37958025162480596,0.36987367121203524,1.2608522187829978,0.019883261921598824,0.5811510712938075,0.5366378693465306,1.617621755290368,0.019883261921598824,0.3943615147844006,0.37758997989829013,1.5924917307170812,0.0034260849169523923,0.5874847840400474,0.5330885179047187,1.696615706396117,0.0034260849169523923,1.215978832340272,0.5998387966934173,0.6161400306014706,1.0532442571307263,0.5202818653198668,0.5329623930517573,2000,23.2191641330719,27.277940273284912
50,0.42384234528916637,0.34,0.42384234528916637,0.4072274221529791,1.307685273857323,0.0063361298879409745,0.5108395193220628,0.5047423702419096,1.6633487278300878,0.0063361298879409745,0.43942821206766003,0.41328676687463545,1.6131950109376016,0.0015897736011675136,0.5267252072984574,0.5073347949276082,1.7023413728113346,0.0015897736011675136,0.6557003505706819,0.3236346104954384,0.33206573643608583,0.47015027585838143,0.23273685860075904,0.23741341184962375,4000,36.12094497680664,63.398890018463135
50,0.4472337920557012,0.32,0.4472337920557012,0.4144788374966155,1.269969109808597,0.013373717315878433,0.6644771744059077,0.5730424262082071,1.6265150387497842,0.013373717315878433,0.46401779061513954,0.4224948690730951,1.600709354402392,0.007571997014150249,0.6698584934847491,0.5691987650729058,1.6979449574881287,0.007571997014150249,0.40858484600978245,0.2010965520092121,0.20748829141380215,0.32202239736806676,0.15919943573289985,0.1628229571349548,6000,36.197455167770386,99.59635043144226
50,0.5283400715062468,0.34,0.5283400715062468,0.5604704044659949,1.6134478766727371,0.007493382375887578,0.653667241088558,0.5882019898804469,1.646243061634834,0.007493382375887578,0.5369326134827245,0.558471818995173,1.6134478766727371,0.002887562621648642,0.6560004447642719,0.5824575460763827,1.7055910599579152,0.002887562621648642,0.33393411611733964,0.16398859927166345,0.1699455141500133,0.24808381831580917,0.12267714604459086,0.1254066705281089,8000,36.42038083076477,136.0167362689972
50,0.462277452265921,0.2,0.462277452265921,0.4155881622432197,1.4112957392039631,6.690784778246366e-05,0.657228988100686,0.47147378105415816,1.4769008436169302,6.690784778246366e-05,0.49089256242421,0.43135179827098,1.610574556105079,6.679841183800319e-05,0.6777030826777687,0.4748359012934955,1.7030251062815496,6.679841183800319e-05,0.24216271128737232,0.11872619699899786,0.12343650974621478,0.19350968705510074,0.0951100848857448,0.09839960026878282,10000,36.396034717559814,172.41277599334717
50,0.6494660275478084,0.3,0.6494660275478084,0.5756864207957075,1.6370125248191034,0.005402225447726952,0.7057529906125772,0.6137173497675412,1.6753114124132045,0.005402225447726952,0.6576208835460249,0.5712976088676245,1.645175087657523,0.005168681453099656,0.7091702095342516,0.6033104319826672,1.727917097365202,0.005168681453099656,0.27725666045287894,0.13561448045881497,0.14164218269227666,0.15037875092853575,0.0739869821418017,0.07639176942963609,12000,36.60194373130798,209.0147247314453
50,0.5668839428323764,0.36,0.5668839428323764,0.6258276661828718,1.7350301275117592,0.0045150593207149295,0.6386275088134719,0.6451921554213484,1.7566859372356705,0.0045150593207149295,0.5696093724559895,0.6147937465189118,1.739864124461797,0.0030620525725560733,0.6400039320146802,0.6348266030843954,1.7604185239592072,0.0030620525725560733,0.20684939180854087,0.10105489833100816,0.10579449349022396,0.14751437046346397,0.07244066346480482,0.07507370438567612,14000,36.639946937561035,245.6546766757965
50,0.5811217544659777,0.34,0.5811217544659777,0.6219675333242508,1.7806875787255936,0.004770973808133795,0.666403755453002,0.6367488909730339,1.8060915886047673,0.004770973808133795,0.5926293928001536,0.6144765933738843,1.789194627996204,0.003078178085535182,0.6747751135944376,0.6308490133777743,1.8124282157618798,0.003078178085535182,0.14367391842409552,0.07010343873240764,0.07357047918961766,0.14473828831053984,0.07101934467271966,0.07371894768149218,16000,36.992919921875,282.64760303497314
50,0.18397348950952158,0.42,0.18397348950952158,0.14896956651373375,0.5199371439077093,0.002806148074888781,0.21521864435824692,0.20648023240391028,0.8575476860508819,0.002806148074888781,0.2992689047995044,0.3259416083126739,1.595043908451485,0.0017378048323224257,0.3339022282408399,0.3555130399819106,1.6759170585924694,0.0017378048323224257,0.14700887747377844,0.07132727199583946,0.0756816067685314,0.12063100403358719,0.059113081564028315,0.06151792530707293,18000,36.60061478614807,319.24822306632996
